ids	Pwy	pcomplex	kegg_modules	operon	regulator_name
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14412	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-6428	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14820	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14821	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14653	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14414	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-6557	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14413	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14654	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14412	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-6428	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14820	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14821	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14653	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14414	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-6557	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14413	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14654	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14412	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-6428	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14820	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14821	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14653	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14414	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-6557	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14413	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14654	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14412	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-6428	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14820	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14821	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14653	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14414	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-6557	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14413	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14654	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14412	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-6428	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14820	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14821	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14653	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14414	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-6557	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14413	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14654	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14412	Cra
3411	GLUCONEO-PWY	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-6428	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14820	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14821	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14653	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14414	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-6557	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14413	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14654	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14412	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-6428	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14820	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14821	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14653	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14414	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-6557	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14413	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14654	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14412	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-6428	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14820	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14821	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14653	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14414	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-6557	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14413	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14654	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14412	Cra
3411	GLUCONEO-PWY	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-6428	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14820	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14821	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14653	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14414	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-6557	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14413	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14654	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14412	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-6428	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14820	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14821	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14653	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14414	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-6557	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14413	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14654	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14412	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-6428	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14820	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14821	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14653	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14414	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-6557	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14413	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14654	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14412	Cra
3411	PWY-5484	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-6428	Cra
3411	PWY-5484	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14820	Cra
3411	PWY-5484	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14821	Cra
3411	PWY-5484	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14653	Cra
3411	PWY-5484	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14414	Cra
3411	PWY-5484	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-6557	Cra
3411	PWY-5484	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14413	Cra
3411	PWY-5484	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14654	Cra
3411	PWY-5484	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14412	Cra
3411	PWY-5484	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-6428	Cra
3411	PWY-5484	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14820	Cra
3411	PWY-5484	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14821	Cra
3411	PWY-5484	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14653	Cra
3411	PWY-5484	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14414	Cra
3411	PWY-5484	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-6557	Cra
3411	PWY-5484	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14413	Cra
3411	PWY-5484	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14654	Cra
3411	PWY-5484	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14412	Cra
3411	PWY-5484	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-6428	Cra
3411	PWY-5484	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14820	Cra
3411	PWY-5484	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14821	Cra
3411	PWY-5484	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14653	Cra
3411	PWY-5484	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14414	Cra
3411	PWY-5484	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-6557	Cra
3411	PWY-5484	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14413	Cra
3411	PWY-5484	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14654	Cra
3411	PWY-5484	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14412	Cra
3411	PWY-5484	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-6428	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14820	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14821	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14653	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14414	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-6557	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14413	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14654	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14412	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-6428	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14820	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14821	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14653	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14414	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-6557	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14413	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14654	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14412	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-6428	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14820	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14821	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14653	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14414	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-6557	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14413	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14654	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14412	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-6428	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14820	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14821	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14653	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14414	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-6557	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14413	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14654	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14412	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-6428	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14820	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14821	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14653	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14414	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-6557	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14413	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14654	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14412	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-6428	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14820	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14821	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14653	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14414	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-6557	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14413	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14654	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14412	Cra
3411	GLYCOLYSIS-TCA-GLYOX-BYPASS	CPLX0-2381	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-6428	Cra
3411	GLYCOLYSIS	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14820	Cra
3411	GLYCOLYSIS	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14821	Cra
3411	GLYCOLYSIS	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14653	Cra
3411	GLYCOLYSIS	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14414	Cra
3411	GLYCOLYSIS	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-6557	Cra
3411	GLYCOLYSIS	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14413	Cra
3411	GLYCOLYSIS	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14654	Cra
3411	GLYCOLYSIS	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14412	Cra
3411	GLYCOLYSIS	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-6428	Cra
3411	GLYCOLYSIS	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14820	Cra
3411	GLYCOLYSIS	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14821	Cra
